,TIMESTAMP,tampico_water_level,head,depth_to_water_from_land_surface
0,2016-03-14 14:00:00,8.295797,607.45,6.5
1,2016-03-14 15:00:00,8.298796,607.45,6.5
2,2016-03-14 16:00:00,8.300137,607.45,6.5
3,2016-03-14 17:00:00,8.300827,607.45,6.5
4,2016-03-14 18:00:00,8.30175,607.45,6.5
5,2016-03-14 19:00:00,8.300781,607.45,6.5
6,2016-03-15 10:00:00,8.287333,607.46,6.49
7,2016-03-15 11:00:00,8.283136,607.47,6.48
8,2016-03-15 12:00:00,8.282972,607.47,6.48
9,2016-03-15 13:00:00,8.278107,607.47,6.48
10,2016-03-15 14:00:00,8.273193,607.48,6.47
11,2016-03-15 15:00:00,8.269871,607.48,6.47
12,2016-03-15 16:00:00,8.265327,607.48,6.47
13,2016-03-15 17:00:00,8.263849,607.49,6.46
14,2016-03-15 18:00:00,8.258661,607.49,6.46
15,2016-03-15 19:00:00,8.250195,607.5,6.45
16,2016-03-15 20:00:00,8.237047,607.51,6.44
17,2016-03-15 21:00:00,8.227821,607.52,6.43
18,2016-03-15 22:00:00,8.21751,607.53,6.42
19,2016-03-15 23:00:00,8.218246,607.53,6.42
20,2016-03-16 00:00:00,8.215296,607.53,6.42
21,2016-03-16 01:00:00,8.218456,607.53,6.42
22,2016-03-16 02:00:00,8.214556,607.54,6.41
23,2016-03-16 03:00:00,8.206022,607.54,6.41
24,2016-03-16 04:00:00,8.205076,607.54,6.41
25,2016-03-16 05:00:00,8.206367,607.54,6.41
26,2016-03-16 06:00:00,8.211327,607.54,6.41
27,2016-03-16 07:00:00,8.211166,607.54,6.41
28,2016-03-16 08:00:00,8.210175,607.54,6.41
29,2016-03-16 09:00:00,8.213634,607.54,6.41
30,2016-03-16 10:00:00,8.213079,607.54,6.41
31,2016-03-16 11:00:00,8.212759,607.54,6.41
32,2016-03-16 12:00:00,8.214441,607.54,6.41
33,2016-03-16 13:00:00,8.20999,607.54,6.41
34,2016-03-16 14:00:00,8.206276,607.54,6.41
35,2016-03-16 15:00:00,8.209574,607.54,6.41
36,2016-03-16 16:00:00,8.206991,607.54,6.41
37,2016-03-16 17:00:00,8.203623,607.55,6.4
38,2016-03-16 18:00:00,8.203161,607.55,6.4
39,2016-03-16 19:00:00,8.201015,607.55,6.4
40,2016-03-16 20:00:00,8.199955,607.55,6.4
41,2016-03-16 21:00:00,8.19548,607.55,6.4
42,2016-03-16 22:00:00,8.192551,607.56,6.39
43,2016-03-16 23:00:00,8.188353,607.56,6.39
44,2016-03-17 00:00:00,8.183809,607.57,6.38
45,2016-03-17 01:00:00,8.179403,607.57,6.38
46,2016-03-17 02:00:00,8.174721,607.58,6.37
47,2016-03-17 03:00:00,8.169161,607.58,6.37
48,2016-03-17 04:00:00,8.165794,607.58,6.37
49,2016-03-17 05:00:00,8.161503,607.59,6.36
50,2016-03-17 06:00:00,8.158226,607.59,6.36
51,2016-03-17 07:00:00,8.157398,607.59,6.36
52,2016-03-17 08:00:00,8.153105,607.6,6.35
53,2016-03-17 09:00:00,8.147524,607.6,6.35
54,2016-03-17 10:00:00,8.144985,607.61,6.34
55,2016-03-17 11:00:00,8.141525,607.61,6.34
56,2016-03-17 12:00:00,8.13629,607.61,6.34
57,2016-03-17 13:00:00,8.129326,607.62,6.33
58,2016-03-17 14:00:00,8.124365,607.63,6.32
59,2016-03-17 15:00:00,8.121458,607.63,6.32
60,2016-03-17 16:00:00,8.118229,607.63,6.32
61,2016-03-17 17:00:00,8.115576,607.63,6.32
62,2016-03-17 18:00:00,8.114285,607.64,6.31
63,2016-03-17 19:00:00,8.111124,607.64,6.31
64,2016-03-17 20:00:00,8.108448,607.64,6.31
65,2016-03-17 21:00:00,8.10268,607.65,6.3
66,2016-03-17 22:00:00,8.106419,607.64,6.31
67,2016-03-17 23:00:00,8.104206,607.65,6.3
68,2016-03-18 00:00:00,8.101851,607.65,6.3
69,2016-03-18 01:00:00,8.098436,607.65,6.3
70,2016-03-18 02:00:00,8.096384,607.65,6.3
71,2016-03-18 03:00:00,8.091932,607.66,6.29
72,2016-03-18 04:00:00,8.090847,607.66,6.29
73,2016-03-18 05:00:00,8.087942,607.66,6.29
74,2016-03-18 06:00:00,8.088472,607.66,6.29
75,2016-03-18 07:00:00,8.084229,607.67,6.28
76,2016-03-18 08:00:00,8.084713,607.67,6.28
77,2016-03-18 09:00:00,8.082291,607.67,6.28
78,2016-03-18 10:00:00,8.079914,607.67,6.28
79,2016-03-18 11:00:00,8.07687,607.67,6.28
80,2016-03-18 12:00:00,8.07394,607.68,6.27
81,2016-03-18 13:00:00,8.069927,607.68,6.27
82,2016-03-18 14:00:00,8.066975,607.68,6.27
83,2016-03-18 15:00:00,8.065245,607.68,6.27
84,2016-03-18 16:00:00,8.061506,607.69,6.26
85,2016-03-18 17:00:00,8.061483,607.69,6.26
86,2016-03-18 18:00:00,8.0595,607.69,6.26
87,2016-03-18 19:00:00,8.057957,607.69,6.26
88,2016-03-18 20:00:00,8.056387,607.69,6.26
89,2016-03-18 21:00:00,8.05604,607.69,6.26
90,2016-03-18 22:00:00,8.054518,607.7,6.25
91,2016-03-18 23:00:00,8.051842,607.7,6.25
92,2016-03-19 00:00:00,8.050528,607.7,6.25
93,2016-03-19 01:00:00,8.048542,607.7,6.25
94,2016-03-19 02:00:00,8.045637,607.7,6.25
95,2016-03-19 03:00:00,8.044876,607.71,6.24
96,2016-03-19 04:00:00,8.04213,607.71,6.24
97,2016-03-19 05:00:00,8.041578,607.71,6.24
98,2016-03-19 06:00:00,8.041277,607.71,6.24
99,2016-03-19 07:00:00,8.040886,607.71,6.24
100,2016-03-19 08:00:00,8.040194,607.71,6.24
101,2016-03-19 09:00:00,8.039017,607.71,6.24
102,2016-03-19 10:00:00,8.037979,607.71,6.24
103,2016-03-19 11:00:00,8.036572,607.71,6.24
104,2016-03-19 12:00:00,8.03528,607.71,6.24
105,2016-03-19 13:00:00,8.031866,607.72,6.23
106,2016-03-19 14:00:00,8.03092,607.72,6.23
107,2016-03-19 15:00:00,8.031012,607.72,6.23
108,2016-03-19 16:00:00,8.030806,607.72,6.23
109,2016-03-19 17:00:00,8.028753,607.72,6.23
110,2016-03-19 18:00:00,8.028708,607.72,6.23
111,2016-03-19 19:00:00,8.028292,607.72,6.23
112,2016-03-19 20:00:00,8.028891,607.72,6.23
113,2016-03-19 21:00:00,8.028013,607.72,6.23
114,2016-03-19 22:00:00,8.026285,607.72,6.23
115,2016-03-19 23:00:00,8.025314,607.72,6.23
116,2016-03-20 00:00:00,8.024923,607.73,6.22
117,2016-03-20 01:00:00,8.023977,607.73,6.22
118,2016-03-20 02:00:00,8.022177,607.73,6.22
119,2016-03-20 03:00:00,8.02158,607.73,6.22
120,2016-03-20 04:00:00,8.022661,607.73,6.22
121,2016-03-20 05:00:00,8.022985,607.73,6.22
122,2016-03-20 06:00:00,8.024277,607.73,6.22
123,2016-03-20 07:00:00,8.024763,607.73,6.22
124,2016-03-20 08:00:00,8.023031,607.73,6.22
125,2016-03-20 09:00:00,8.022846,607.73,6.22
126,2016-03-20 10:00:00,8.023031,607.73,6.22
127,2016-03-20 11:00:00,8.019548,607.73,6.22
128,2016-03-20 12:00:00,8.018049,607.73,6.22
129,2016-03-20 13:00:00,8.017656,607.73,6.22
130,2016-03-20 14:00:00,8.015142,607.73,6.22
131,2016-03-20 15:00:00,8.014521,607.74,6.21
132,2016-03-20 16:00:00,8.015074,607.73,6.22
133,2016-03-20 17:00:00,8.014521,607.74,6.21
134,2016-03-20 18:00:00,8.015488,607.73,6.22
135,2016-03-20 19:00:00,8.015903,607.73,6.22
136,2016-03-20 20:00:00,8.015581,607.73,6.22
137,2016-03-20 21:00:00,8.015835,607.73,6.22
138,2016-03-20 22:00:00,8.014772,607.74,6.21
139,2016-03-20 23:00:00,8.013641,607.74,6.21
140,2016-03-21 00:00:00,8.014242,607.74,6.21
141,2016-03-21 01:00:00,8.014128,607.74,6.21
142,2016-03-21 02:00:00,8.013689,607.74,6.21
143,2016-03-21 03:00:00,8.012974,607.74,6.21
144,2016-03-21 04:00:00,8.012053,607.74,6.21
145,2016-03-21 05:00:00,8.013641,607.74,6.21
146,2016-03-21 06:00:00,8.015051,607.73,6.22
147,2016-03-21 07:00:00,8.014936,607.74,6.21
148,2016-03-21 08:00:00,8.015373,607.73,6.22
149,2016-03-21 09:00:00,8.016157,607.73,6.22
150,2016-03-21 10:00:00,8.016294,607.73,6.22
151,2016-03-21 11:00:00,8.015234,607.73,6.22
152,2016-03-21 12:00:00,8.010921,607.74,6.21
153,2016-03-21 13:00:00,8.008245,607.74,6.21
154,2016-03-21 14:00:00,8.004992,607.75,6.2
155,2016-03-21 15:00:00,8.005476,607.74,6.21
156,2016-03-21 16:00:00,8.003378,607.75,6.2
157,2016-03-21 17:00:00,8.000679,607.75,6.2
158,2016-03-21 18:00:00,7.998119,607.75,6.2
159,2016-03-21 19:00:00,8.001762,607.75,6.2
160,2016-03-21 20:00:00,8.001511,607.75,6.2
161,2016-03-21 21:00:00,7.998512,607.75,6.2
162,2016-03-21 22:00:00,7.998419,607.75,6.2
163,2016-03-21 23:00:00,7.997242,607.75,6.2
164,2016-03-22 00:00:00,7.994614,607.76,6.19
165,2016-03-22 01:00:00,7.992605,607.76,6.19
166,2016-03-22 02:00:00,7.991499,607.76,6.19
167,2016-03-22 03:00:00,7.990669,607.76,6.19
168,2016-03-22 04:00:00,7.989262,607.76,6.19
169,2016-03-22 05:00:00,7.987946,607.76,6.19
170,2016-03-22 06:00:00,7.988592,607.76,6.19
171,2016-03-22 07:00:00,7.987761,607.76,6.19
172,2016-03-22 08:00:00,7.989031,607.76,6.19
173,2016-03-22 09:00:00,7.98744,607.76,6.19
174,2016-03-22 10:00:00,7.988085,607.76,6.19
175,2016-03-22 11:00:00,7.986193,607.76,6.19
176,2016-03-22 12:00:00,7.984211,607.77,6.18
177,2016-03-22 13:00:00,7.981903,607.77,6.18
178,2016-03-22 14:00:00,7.981281,607.77,6.18
179,2016-03-22 15:00:00,7.981003,607.77,6.18
180,2016-03-22 16:00:00,7.98271,607.77,6.18
181,2016-03-22 17:00:00,7.984047,607.77,6.18
182,2016-03-22 18:00:00,7.984833,607.77,6.18
183,2016-03-22 19:00:00,7.986099,607.76,6.19
184,2016-03-22 20:00:00,7.988176,607.76,6.19
185,2016-03-22 21:00:00,7.990784,607.76,6.19
186,2016-03-22 22:00:00,7.993113,607.76,6.19
187,2016-03-22 23:00:00,7.993505,607.76,6.19
188,2016-03-23 00:00:00,7.993391,607.76,6.19
189,2016-03-23 01:00:00,7.994568,607.76,6.19
190,2016-03-23 02:00:00,7.997267,607.75,6.2
191,2016-03-23 03:00:00,7.999018,607.75,6.2
192,2016-03-23 04:00:00,8.000357,607.75,6.2
193,2016-03-23 05:00:00,8.003933,607.75,6.2
194,2016-03-23 06:00:00,8.006607,607.74,6.21
195,2016-03-23 07:00:00,8.007624,607.74,6.21
196,2016-03-23 08:00:00,8.008799,607.74,6.21
197,2016-03-23 09:00:00,8.011683,607.74,6.21
198,2016-03-23 10:00:00,8.013575,607.74,6.21
199,2016-03-23 11:00:00,8.012905,607.74,6.21
200,2016-03-23 12:00:00,8.015604,607.73,6.22
201,2016-03-23 13:00:00,8.011173,607.74,6.21
202,2016-03-23 14:00:00,8.011038,607.74,6.21
203,2016-03-23 15:00:00,8.012974,607.74,6.21
204,2016-03-23 16:00:00,8.014082,607.74,6.21
205,2016-03-23 17:00:00,8.012859,607.74,6.21
206,2016-03-23 18:00:00,8.014151,607.74,6.21
207,2016-03-23 19:00:00,8.011383,607.74,6.21
208,2016-03-23 20:00:00,8.014151,607.74,6.21
209,2016-03-23 21:00:00,8.015743,607.73,6.22
210,2016-03-23 22:00:00,8.01219,607.74,6.21
211,2016-03-23 23:00:00,8.011383,607.74,6.21
212,2016-03-24 00:00:00,8.024578,607.73,6.22
213,2016-03-24 01:00:00,8.006447,607.74,6.21
214,2016-03-24 02:00:00,8.009998,607.74,6.21
215,2016-03-24 03:00:00,8.009445,607.74,6.21
216,2016-03-24 04:00:00,8.006817,607.74,6.21
217,2016-03-24 05:00:00,8.004164,607.75,6.2
218,2016-03-24 06:00:00,8.009029,607.74,6.21
219,2016-03-24 07:00:00,8.005547,607.74,6.21
220,2016-03-24 08:00:00,8.003679,607.75,6.2
221,2016-03-24 09:00:00,7.97007,607.78,6.17
222,2016-03-24 10:00:00,7.958511,607.79,6.16
223,2016-03-24 11:00:00,7.947624,607.8,6.15
224,2016-03-24 12:00:00,7.94945,607.8,6.15
225,2016-03-24 13:00:00,7.952608,607.8,6.15
226,2016-03-24 14:00:00,7.954798,607.8,6.15
227,2016-03-24 15:00:00,7.949677,607.8,6.15
228,2016-03-24 16:00:00,7.948549,607.8,6.15
229,2016-03-24 17:00:00,7.951271,607.8,6.15
230,2016-03-24 18:00:00,7.955122,607.79,6.16
231,2016-03-24 19:00:00,7.954338,607.8,6.15
232,2016-03-24 20:00:00,7.956575,607.79,6.16
233,2016-03-24 21:00:00,7.958605,607.79,6.16
234,2016-03-24 22:00:00,7.957544,607.79,6.16
235,2016-03-24 23:00:00,7.955421,607.79,6.16
236,2016-03-25 00:00:00,7.952745,607.8,6.15
237,2016-03-25 01:00:00,7.951523,607.8,6.15
238,2016-03-25 02:00:00,7.950417,607.8,6.15
239,2016-03-25 03:00:00,7.948963,607.8,6.15
240,2016-03-25 04:00:00,7.948385,607.8,6.15
241,2016-03-25 05:00:00,7.947948,607.8,6.15
242,2016-03-25 06:00:00,7.94548,607.8,6.15
243,2016-03-25 07:00:00,7.943727,607.81,6.14
244,2016-03-25 08:00:00,7.94179,607.81,6.14
245,2016-03-25 09:00:00,7.93976,607.81,6.14
246,2016-03-25 10:00:00,7.937222,607.81,6.14
247,2016-03-25 11:00:00,7.933853,607.82,6.13
248,2016-03-25 12:00:00,7.932562,607.82,6.13
249,2016-03-25 13:00:00,7.927095,607.82,6.13
250,2016-03-25 14:00:00,7.924511,607.83,6.12
251,2016-03-25 15:00:00,7.921421,607.83,6.12
252,2016-03-25 16:00:00,7.91637,607.83,6.12
253,2016-03-25 17:00:00,7.913624,607.84,6.11
254,2016-03-25 18:00:00,7.911018,607.84,6.11
255,2016-03-25 19:00:00,7.907997,607.84,6.11
256,2016-03-25 20:00:00,7.905529,607.84,6.11
257,2016-03-25 21:00:00,7.903498,607.85,6.1
258,2016-03-25 22:00:00,7.900246,607.85,6.1
259,2016-03-25 23:00:00,7.896854,607.85,6.1
260,2016-03-26 00:00:00,7.894016,607.86,6.09
261,2016-03-26 01:00:00,7.889889,607.86,6.09
262,2016-03-26 02:00:00,7.886612,607.86,6.09
263,2016-03-26 03:00:00,7.883499,607.87,6.08
264,2016-03-26 04:00:00,7.880686,607.87,6.08
265,2016-03-26 05:00:00,7.877987,607.87,6.08
266,2016-03-26 06:00:00,7.874897,607.88,6.07
267,2016-03-26 07:00:00,7.873487,607.88,6.07
268,2016-03-26 08:00:00,7.869797,607.88,6.07
269,2016-03-26 09:00:00,7.867468,607.88,6.07
270,2016-03-26 10:00:00,7.863661,607.89,6.06
271,2016-03-26 11:00:00,7.856672,607.89,6.06
272,2016-03-26 12:00:00,7.855356,607.89,6.06
273,2016-03-26 13:00:00,7.852751,607.9,6.05
274,2016-03-26 14:00:00,7.848137,607.9,6.05
275,2016-03-26 15:00:00,7.843756,607.91,6.04
276,2016-03-26 16:00:00,7.840918,607.91,6.04
277,2016-03-26 17:00:00,7.836258,607.91,6.04
278,2016-03-26 18:00:00,7.832752,607.92,6.03
279,2016-03-26 19:00:00,7.832243,607.92,6.03
280,2016-03-26 20:00:00,7.827839,607.92,6.03
281,2016-03-26 21:00:00,7.826893,607.92,6.03
282,2016-03-26 22:00:00,7.823917,607.93,6.02
283,2016-03-26 23:00:00,7.819859,607.93,6.02
284,2016-03-27 00:00:00,7.818127,607.93,6.02
285,2016-03-27 01:00:00,7.814482,607.94,6.01
286,2016-03-27 02:00:00,7.811968,607.94,6.01
287,2016-03-27 03:00:00,7.808577,607.94,6.01
288,2016-03-27 04:00:00,7.807379,607.94,6.01
289,2016-03-27 05:00:00,7.80401,607.95,6.0
290,2016-03-27 06:00:00,7.80002,607.95,6.0
291,2016-03-27 07:00:00,7.800596,607.95,6.0
292,2016-03-27 08:00:00,7.797552,607.95,6.0
293,2016-03-27 09:00:00,7.795013,607.95,6.0
294,2016-03-27 10:00:00,7.79183,607.96,5.99
295,2016-03-27 11:00:00,7.79047,607.96,5.99
296,2016-03-27 12:00:00,7.788187,607.96,5.99
297,2016-03-27 13:00:00,7.785049,607.96,5.99
298,2016-03-27 14:00:00,7.780621,607.97,5.98
299,2016-03-27 15:00:00,7.779976,607.97,5.98
300,2016-03-27 16:00:00,7.775961,607.97,5.98
301,2016-03-27 17:00:00,7.775568,607.97,5.98
302,2016-03-27 18:00:00,7.772387,607.98,5.97
303,2016-03-27 19:00:00,7.770124,607.98,5.97
304,2016-03-27 20:00:00,7.769894,607.98,5.97
305,2016-03-27 21:00:00,7.769224,607.98,5.97
306,2016-03-27 22:00:00,7.767887,607.98,5.97
307,2016-03-27 23:00:00,7.766251,607.98,5.97
308,2016-03-28 00:00:00,7.764612,607.99,5.96
309,2016-03-28 01:00:00,7.763803,607.99,5.96
310,2016-03-28 02:00:00,7.762882,607.99,5.96
311,2016-03-28 03:00:00,7.761911,607.99,5.96
312,2016-03-28 04:00:00,7.761198,607.99,5.96
313,2016-03-28 05:00:00,7.759352,607.99,5.96
314,2016-03-28 06:00:00,7.761475,607.99,5.96
315,2016-03-28 07:00:00,7.760344,607.99,5.96
316,2016-03-28 08:00:00,7.759192,607.99,5.96
317,2016-03-28 09:00:00,7.759953,607.99,5.96
318,2016-03-28 10:00:00,7.758476,607.99,5.96
319,2016-03-28 11:00:00,7.756908,607.99,5.96
320,2016-03-28 12:00:00,7.756975,607.99,5.96
321,2016-03-28 13:00:00,7.755684,607.99,5.96
322,2016-03-28 14:00:00,7.753609,608.0,5.95
323,2016-03-28 15:00:00,7.753262,608.0,5.95
324,2016-03-28 16:00:00,7.752018,608.0,5.95
325,2016-03-28 17:00:00,7.750933,608.0,5.95
326,2016-03-28 18:00:00,7.751463,608.0,5.95
327,2016-03-28 19:00:00,7.749941,608.0,5.95
328,2016-03-28 20:00:00,7.751095,608.0,5.95
329,2016-03-28 21:00:00,7.749687,608.0,5.95
330,2016-03-28 22:00:00,7.749987,608.0,5.95
331,2016-03-28 23:00:00,7.749918,608.0,5.95
332,2016-03-29 00:00:00,7.748789,608.0,5.95
333,2016-03-29 01:00:00,7.748903,608.0,5.95
334,2016-03-29 02:00:00,7.746433,608.0,5.95
335,2016-03-29 03:00:00,7.746803,608.0,5.95
336,2016-03-29 04:00:00,7.747265,608.0,5.95
337,2016-03-29 05:00:00,7.746342,608.0,5.95
338,2016-03-29 06:00:00,7.748259,608.0,5.95
339,2016-03-29 07:00:00,7.746552,608.0,5.95
340,2016-03-29 08:00:00,7.747704,608.0,5.95
341,2016-03-29 09:00:00,7.746689,608.0,5.95
342,2016-03-29 10:00:00,7.746181,608.0,5.95
343,2016-03-29 11:00:00,7.744659,608.01,5.94
344,2016-03-29 12:00:00,7.743044,608.01,5.94
345,2016-03-29 13:00:00,7.740091,608.01,5.94
346,2016-03-29 14:00:00,7.739214,608.01,5.94
347,2016-03-29 15:00:00,7.736401,608.01,5.94
348,2016-03-29 16:00:00,7.735964,608.01,5.94
349,2016-03-29 17:00:00,7.735039,608.01,5.94
350,2016-03-29 18:00:00,7.731234,608.02,5.93
351,2016-03-29 19:00:00,7.732296,608.02,5.93
352,2016-03-29 20:00:00,7.730795,608.02,5.93
353,2016-03-29 21:00:00,7.729597,608.02,5.93
354,2016-03-29 22:00:00,7.727104,608.02,5.93
355,2016-03-29 23:00:00,7.726713,608.02,5.93
356,2016-03-30 00:00:00,7.725077,608.02,5.93
357,2016-03-30 01:00:00,7.723507,608.03,5.92
358,2016-03-30 02:00:00,7.723436,608.03,5.92
359,2016-03-30 03:00:00,7.719862,608.03,5.92
360,2016-03-30 04:00:00,7.717903,608.03,5.92
361,2016-03-30 05:00:00,7.717417,608.03,5.92
362,2016-03-30 06:00:00,7.714556,608.04,5.91
363,2016-03-30 07:00:00,7.712965,608.04,5.91
364,2016-03-30 08:00:00,7.709644,608.04,5.91
365,2016-03-30 09:00:00,7.708397,608.04,5.91
366,2016-03-30 10:00:00,7.706945,608.04,5.91
367,2016-03-30 11:00:00,7.705284,608.04,5.91
368,2016-03-30 12:00:00,7.704708,608.05,5.9
369,2016-03-30 13:00:00,7.70067,608.05,5.9
370,2016-03-30 14:00:00,7.698065,608.05,5.9
371,2016-03-30 15:00:00,7.696239,608.05,5.9
372,2016-03-30 16:00:00,7.695295,608.05,5.9
373,2016-03-30 17:00:00,7.693405,608.06,5.89
374,2016-03-30 18:00:00,7.692551,608.06,5.89
375,2016-03-30 19:00:00,7.695572,608.05,5.9
376,2016-03-30 20:00:00,7.696404,608.05,5.9
377,2016-03-30 21:00:00,7.685307,608.06,5.89
378,2016-03-30 22:00:00,7.684155,608.07,5.88
379,2016-03-30 23:00:00,7.685101,608.06,5.89
380,2016-03-31 00:00:00,7.680809,608.07,5.88
381,2016-03-31 01:00:00,7.682077,608.07,5.88
382,2016-03-31 02:00:00,7.679819,608.07,5.88
383,2016-03-31 03:00:00,7.679863,608.07,5.88
384,2016-03-31 04:00:00,7.675228,608.07,5.88
385,2016-03-31 05:00:00,7.67675,608.07,5.88
386,2016-03-31 06:00:00,7.675665,608.07,5.88
387,2016-03-31 07:00:00,7.675665,608.07,5.88
388,2016-03-31 08:00:00,7.67119,608.08,5.87
389,2016-03-31 09:00:00,7.671789,608.08,5.87
390,2016-03-31 10:00:00,7.672712,608.08,5.87
391,2016-03-31 11:00:00,7.66803,608.08,5.87
392,2016-03-31 12:00:00,7.671675,608.08,5.87
393,2016-03-31 13:00:00,7.672091,608.08,5.87
394,2016-03-31 14:00:00,7.675459,608.07,5.88
395,2016-03-31 15:00:00,7.678709,608.07,5.88
396,2016-03-31 16:00:00,7.68111,608.07,5.88
397,2016-03-31 17:00:00,7.684525,608.07,5.88
398,2016-03-31 18:00:00,7.686483,608.06,5.89
399,2016-03-31 19:00:00,7.690983,608.06,5.89
400,2016-03-31 20:00:00,7.69405,608.06,5.89
401,2016-03-31 21:00:00,7.697626,608.05,5.9
402,2016-03-31 22:00:00,7.697649,608.05,5.9
403,2016-03-31 23:00:00,7.701063,608.05,5.9
404,2016-04-01 00:00:00,7.703253,608.05,5.9
405,2016-04-01 01:00:00,7.702745,608.05,5.9
406,2016-04-01 02:00:00,7.70097,608.05,5.9
407,2016-04-01 03:00:00,7.703093,608.05,5.9
408,2016-04-01 04:00:00,7.703392,608.05,5.9
409,2016-04-01 05:00:00,7.702009,608.05,5.9
410,2016-04-01 06:00:00,7.705238,608.04,5.91
411,2016-04-01 07:00:00,7.708513,608.04,5.91
412,2016-04-01 08:00:00,7.710705,608.04,5.91
413,2016-04-01 09:00:00,7.712503,608.04,5.91
414,2016-04-01 10:00:00,7.714787,608.04,5.91
415,2016-04-01 11:00:00,7.71541,608.03,5.92
416,2016-04-01 12:00:00,7.712181,608.04,5.91
417,2016-04-01 13:00:00,7.714603,608.04,5.91
418,2016-04-01 14:00:00,7.715111,608.03,5.92
419,2016-04-01 15:00:00,7.716516,608.03,5.92
420,2016-04-01 16:00:00,7.716423,608.03,5.92
421,2016-04-01 17:00:00,7.718155,608.03,5.92
422,2016-04-01 18:00:00,7.721199,608.03,5.92
423,2016-04-01 19:00:00,7.721708,608.03,5.92
424,2016-04-01 20:00:00,7.726574,608.02,5.93
425,2016-04-01 21:00:00,7.727957,608.02,5.93
426,2016-04-01 22:00:00,7.72715,608.02,5.93
427,2016-04-01 23:00:00,7.725422,608.02,5.93
428,2016-04-02 00:00:00,7.725859,608.02,5.93
429,2016-04-02 01:00:00,7.723598,608.03,5.92
430,2016-04-02 02:00:00,7.7194,608.03,5.92
431,2016-04-02 03:00:00,7.713425,608.04,5.91
432,2016-04-02 04:00:00,7.708975,608.04,5.91
433,2016-04-02 05:00:00,7.704084,608.05,5.9
434,2016-04-02 06:00:00,7.699148,608.05,5.9
435,2016-04-02 07:00:00,7.690567,608.06,5.89
436,2016-04-02 08:00:00,7.68434,608.07,5.88
437,2016-04-02 09:00:00,7.682331,608.07,5.88
438,2016-04-02 10:00:00,7.697094,608.05,5.9
439,2016-04-02 11:00:00,7.701248,608.05,5.9
440,2016-04-02 12:00:00,7.707245,608.04,5.91
441,2016-04-02 13:00:00,7.711996,608.04,5.91
442,2016-04-02 14:00:00,7.712828,608.04,5.91
443,2016-04-02 15:00:00,7.719261,608.03,5.92
444,2016-04-02 16:00:00,7.725468,608.02,5.93
445,2016-04-02 17:00:00,7.72805,608.02,5.93
446,2016-04-02 18:00:00,7.736631,608.01,5.94
447,2016-04-02 19:00:00,7.738823,608.01,5.94
448,2016-04-02 20:00:00,7.745075,608.0,5.95
449,2016-04-02 21:00:00,7.746988,608.0,5.95
450,2016-04-02 22:00:00,7.748259,608.0,5.95
451,2016-04-02 23:00:00,7.74902,608.0,5.95
452,2016-04-03 00:00:00,7.747404,608.0,5.95
453,2016-04-03 01:00:00,7.747288,608.0,5.95
454,2016-04-03 02:00:00,7.744797,608.01,5.94
455,2016-04-03 03:00:00,7.740299,608.01,5.94
456,2016-04-03 04:00:00,7.743044,608.01,5.94
457,2016-04-03 05:00:00,7.741245,608.01,5.94
458,2016-04-03 06:00:00,7.740992,608.01,5.94
459,2016-04-03 07:00:00,7.740391,608.01,5.94
460,2016-04-03 08:00:00,7.735455,608.01,5.94
461,2016-04-03 09:00:00,7.731489,608.02,5.93
462,2016-04-03 10:00:00,7.723782,608.03,5.92
463,2016-04-03 11:00:00,7.714581,608.04,5.91
464,2016-04-03 12:00:00,7.711351,608.04,5.91
465,2016-04-03 13:00:00,7.703922,608.05,5.9
466,2016-04-03 14:00:00,7.704615,608.05,5.9
467,2016-04-03 15:00:00,7.697716,608.05,5.9
468,2016-04-03 16:00:00,7.691168,608.06,5.89
469,2016-04-03 17:00:00,7.693266,608.06,5.89
470,2016-04-03 18:00:00,7.698111,608.05,5.9
471,2016-04-03 19:00:00,7.700739,608.05,5.9
472,2016-04-03 20:00:00,7.705515,608.04,5.91
473,2016-04-03 21:00:00,7.708767,608.04,5.91
474,2016-04-03 22:00:00,7.712526,608.04,5.91
475,2016-04-03 23:00:00,7.72768,608.02,5.93
476,2016-04-04 00:00:00,7.737278,608.01,5.94
477,2016-04-04 01:00:00,7.742376,608.01,5.94
478,2016-04-04 02:00:00,7.747265,608.0,5.95
479,2016-04-04 03:00:00,7.749041,608.0,5.95
480,2016-04-04 04:00:00,7.755362,607.99,5.96
481,2016-04-04 05:00:00,7.759422,607.99,5.96
482,2016-04-04 06:00:00,7.764267,607.99,5.96
483,2016-04-04 07:00:00,7.770771,607.98,5.97
484,2016-04-04 08:00:00,7.775499,607.97,5.98
485,2016-04-04 09:00:00,7.780989,607.97,5.98
486,2016-04-04 10:00:00,7.786734,607.96,5.99
487,2016-04-04 11:00:00,7.789202,607.96,5.99
488,2016-04-04 12:00:00,7.793537,607.96,5.99
489,2016-04-04 13:00:00,7.796076,607.95,6.0
490,2016-04-04 14:00:00,7.797737,607.95,6.0
491,2016-04-04 15:00:00,7.799049,607.95,6.0
492,2016-04-04 16:00:00,7.802258,607.95,6.0
493,2016-04-04 17:00:00,7.805162,607.94,6.01
494,2016-04-04 18:00:00,7.80883,607.94,6.01
495,2016-04-04 19:00:00,7.810032,607.94,6.01
496,2016-04-04 20:00:00,7.81605,607.93,6.02
497,2016-04-04 21:00:00,7.819557,607.93,6.02
